experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,num_sequence
corsi_block_example,tamer-d0538248-7fe1-4991-8249-28ce8e22aa21,1,1,1,1,0.3533334,19.26412,
